duis aute irure dolor in reprehenderit	Egestas maecenas pharetra convallis posuere morbi. Aliquet bibendum enim facilisis gravida neque convallis a.	2021-12-06T15:46:06.690Z	Paris	48.85661	2.351499	room-2.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	2.3	House	7	9	2684	Washer;Towels;Fridge	Daniel	Kelly	mehoilleutubrei-4332@mail.com	avatar-8.jpg	AOy?Tb3>	Default	2	50.239927	7.796618
duis aute irure dolor in reprehenderit	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2022-06-10T15:46:06.690Z	Hamburg	53.550341	10.000654	room-6.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	2.1	House	5	6	84714	Air conditioning;Laptop friendly workspace	Ray	Anderson	mijippoddekoi-8627@mail.com	avatar-8.jpg	L}eeU5Ky	Pro	4	48.55249	8.031273
quis nostrud exercitation ullamco laboris nisi 	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	2022-07-09T15:46:06.690Z	Brussels	50.846557	4.351697	room-6.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg	true	false	3.2	House	5	3	14326	Baby seat;Washer;Towels;Fridge	Christopher	Torres	mehoilleutubrei-4332@mail.com	avatar-1.jpg	me[wcZq2	Pro	5	49.193513	3.083162
ut enim ad minim veniam	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2022-05-08T15:46:06.691Z	Paris	48.85661	2.351499	room-4.jpg	room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg	false	true	2.7	Room	8	9	24688	Air conditioning;Laptop friendly workspace;Baby seat;Washer	Judy	Chavez	mehoilleutubrei-4332@mail.com	avatar-8.jpg	Hjxl#W7H	Default	9	49.850406	8.933306
consectetur adipiscing elit	Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus. Feugiat vivamus at augue eget arcu dictum varius duis.	2021-10-10T15:46:06.691Z	Paris	48.85661	2.351499	room-4.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	2.1	House	3	6	2340	Baby seat;Washer;Towels;Fridge	Thomas	Dawson	sasoxefrauteu-3265@mail.com	avatar-3.jpg	0:UBjqVw	Pro	5	48.161246	9.071503
duis aute irure dolor in reprehenderit	Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus. Feugiat vivamus at augue eget arcu dictum varius duis.	2021-12-07T15:46:06.691Z	Amsterdam	52.370216	4.895168	room-2.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	3.2	House	2	8	47024	Baby seat;Washer;Towels;Fridge	Christopher	Torres	zeuhummewoima-7270@mail.com	avatar-4.jpg	AOy?Tb3>	Default	5	50.661844	3.610372
sed do eiusmod tempor incididunt	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	2022-03-09T15:46:06.691Z	Amsterdam	52.370216	4.895168	room-4.jpg	room-1-photo1.jpg;room-1-photo2.jpg;room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg	false	false	3	Room	6	5	86345	Washer;Towels;Fridge	Brandon	Freeman	zeuhummewoima-7270@mail.com	avatar-6.jpg	Hjxl#W7H	Default	7	50.879409	9.197693
ut enim ad minim veniam	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2022-06-08T15:46:06.691Z	Brussels	50.846557	4.351697	room-2.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	1.8	Room	1	8	6121	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Thomas	Dawson	zeuhummewoima-7270@mail.com	avatar-4.jpg	me[wcZq2	Pro	6	48.374069	7.625495
duis aute irure dolor in reprehenderit	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2022-06-09T15:46:06.691Z	Paris	48.85661	2.351499	room-5.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	3.7	Apartment	4	8	86358	Washer;Towels;Fridge	Christopher	Torres	mehoilleutubrei-4332@mail.com	avatar-4.jpg	+vOD3CV|	Pro	7	49.062412	2.505189
ut labore et dolore magna aliqua	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2022-01-12T15:46:06.691Z	Cologne	50.938361	6.959974	room-5.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg	false	false	3.1	House	2	2	7061	Fridge	Ray	Anderson	mijippoddekoi-8627@mail.com	avatar-6.jpg	0:UBjqVw	Default	0	49.763818	8.056011
ut labore et dolore magna aliqua	Egestas maecenas pharetra convallis posuere morbi. Aliquet bibendum enim facilisis gravida neque convallis a.	2022-01-10T15:46:06.691Z	Paris	48.85661	2.351499	room-4.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	1.1	House	3	10	46914	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Daniel	Kelly	mijippoddekoi-8627@mail.com	avatar-2.jpg	0:UBjqVw	Default	2	50.729885	3.40799
sed do eiusmod tempor incididunt	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2022-04-06T15:46:06.691Z	Cologne	50.938361	6.959974	room-5.jpg	room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	3.8	Room	6	9	17160	Breakfast;Air conditioning;Laptop friendly workspace	Vanessa	Miller	mehoilleutubrei-4332@mail.com	avatar-5.jpg	+vOD3CV|	Pro	9	48.779833	5.443782
ut enim ad minim veniam	Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus. Feugiat vivamus at augue eget arcu dictum varius duis.	2022-07-11T15:46:06.691Z	Cologne	50.938361	6.959974	room-4.jpg	room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	1.1	Hotel	5	4	37058	Baby seat;Washer;Towels;Fridge	Vanessa	Miller	mijippoddekoi-8627@mail.com	avatar-7.jpg	+vOD3CV|	Pro	5	48.997872	3.102825
duis aute irure dolor in reprehenderit	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	2022-07-10T15:46:06.691Z	Cologne	50.938361	6.959974	room-3.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	1.8	Hotel	4	7	8575	Towels;Fridge	Thomas	Dawson	gremmagropegru-7388@mail.com	avatar-2.jpg	r8C3dFj:	Pro	7	50.176098	3.201043
lorem ipsum dolor sit amet	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2021-10-12T15:46:06.691Z	Cologne	50.938361	6.959974	room-6.jpg	room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	3.1	Room	3	6	42054	Washer;Towels;Fridge	Daniel	Kelly	mijippoddekoi-8627@mail.com	avatar-2.jpg	l.g!4prU	Default	3	48.450149	2.768043
sed do eiusmod tempor incididunt	Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus. Feugiat vivamus at augue eget arcu dictum varius duis.	2021-10-07T15:46:06.691Z	Amsterdam	52.370216	4.895168	room-4.jpg	room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	2.7	Room	3	1	87418	Baby seat;Washer;Towels	Christopher	Torres	quaucroibreweibroi-2398@mail.com	avatar-1.jpg	me[wcZq2	Pro	7	50.121476	9.523962
quis nostrud exercitation ullamco laboris nisi 	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	2021-12-06T15:46:06.691Z	Hamburg	53.550341	10.000654	room-4.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	1.7	House	4	5	54462	Washer;Towels;Fridge	Christopher	Torres	mehoilleutubrei-4332@mail.com	avatar-7.jpg	Hjxl#W7H	Default	9	50.545215	8.95076
ut enim ad minim veniam	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2021-10-08T15:46:06.691Z	Cologne	50.938361	6.959974	room-3.jpg	room-8-photo1.jpg;room-8-photo2.jpg	true	false	2	Room	2	9	99088	Laptop friendly workspace;Baby seat	Brandon	Freeman	hifoprobreva-4771@mail.com	avatar-2.jpg	Hjxl#W7H	Default	0	48.276675	3.47721
quis nostrud exercitation ullamco laboris nisi 	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2022-04-06T15:46:06.691Z	Dusseldorf	51.225402	6.776314	room-7.jpg	room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	true	1.4	Room	6	4	56446	Baby seat;Washer;Towels;Fridge	Christopher	Torres	mehoilleutubrei-4332@mail.com	avatar-7.jpg	0:UBjqVw	Default	4	49.350329	2.03811
consectetur adipiscing elit	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2022-02-10T15:46:06.691Z	Cologne	50.938361	6.959974	room-8.jpg	room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	3.8	House	3	1	10977	Baby seat;Washer;Towels;Fridge	Mark	Davis	sasoxefrauteu-3265@mail.com	avatar-6.jpg	L}eeU5Ky	Pro	2	48.163105	8.435729
ut enim ad minim veniam	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2021-11-09T15:46:06.691Z	Paris	48.85661	2.351499	room-4.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg	true	false	1.4	House	7	8	65031	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Mark	Davis	gremmagropegru-7388@mail.com	avatar-7.jpg	Hjxl#W7H	Default	0	49.454174	3.168637
duis aute irure dolor in reprehenderit	Egestas maecenas pharetra convallis posuere morbi. Aliquet bibendum enim facilisis gravida neque convallis a.	2022-05-11T15:46:06.691Z	Cologne	50.938361	6.959974	room-4.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	true	3.5	Apartment	3	9	16406	Baby seat;Washer;Towels	Vanessa	Miller	quaucroibreweibroi-2398@mail.com	avatar-4.jpg	AOy?Tb3>	Pro	3	49.546982	7.793731
quis nostrud exercitation ullamco laboris nisi 	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	2022-01-10T15:46:06.691Z	Amsterdam	52.370216	4.895168	room-3.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg	true	false	1.9	Hotel	4	6	88677	Laptop friendly workspace;Baby seat;Washer	Christopher	Torres	mehoilleutubrei-4332@mail.com	avatar-7.jpg	me[wcZq2	Default	5	49.724989	7.362955
duis aute irure dolor in reprehenderit	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2021-10-09T15:46:06.692Z	Amsterdam	52.370216	4.895168	room-6.jpg	room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg	true	true	1.4	Apartment	1	5	20157	Breakfast;Air conditioning;Laptop friendly workspace	Mark	Davis	zeuhummewoima-7270@mail.com	avatar-6.jpg	0:UBjqVw	Default	7	50.329881	7.200472
quis nostrud exercitation ullamco laboris nisi 	Quisque non tellus orci ac. Euismod in pellentesque massa placerat. In massa tempor nec feugiat nisl.	2022-01-10T15:46:06.692Z	Cologne	50.938361	6.959974	room-4.jpg	room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	1.8	Hotel	4	10	97797	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels	Vanessa	Miller	craddagrizouxu-6960@mail.com	avatar-8.jpg	0:UBjqVw	Pro	6	49.850462	5.792918
ut enim ad minim veniam	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2021-09-09T15:46:06.692Z	Brussels	50.846557	4.351697	room-7.jpg	room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	true	1.2	Hotel	6	4	30148	Towels;Fridge	Thomas	Dawson	gremmagropegru-7388@mail.com	avatar-2.jpg	Hjxl#W7H	Default	3	48.829653	9.732248
ut enim ad minim veniam	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2022-05-11T15:46:06.692Z	Brussels	50.846557	4.351697	room-6.jpg	room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	3.7	House	3	8	74404	Towels;Fridge	Ray	Anderson	quaucroibreweibroi-2398@mail.com	avatar-5.jpg	me[wcZq2	Default	3	49.739179	2.647926
ut enim ad minim veniam	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	2022-06-07T15:46:06.692Z	Cologne	50.938361	6.959974	room-6.jpg	room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	2.9	House	2	3	93966	Laptop friendly workspace;Baby seat;Washer	Christopher	Torres	craddagrizouxu-6960@mail.com	avatar-7.jpg	L}eeU5Ky	Pro	3	49.402346	7.955585
quis nostrud exercitation ullamco laboris nisi 	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	2022-02-06T15:46:06.692Z	Hamburg	53.550341	10.000654	room-4.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg	false	true	1.9	Room	7	10	54292	Laptop friendly workspace;Baby seat;Washer;Towels	Ray	Anderson	zeuhummewoima-7270@mail.com	avatar-4.jpg	0:UBjqVw	Default	6	49.834568	7.894087
sed do eiusmod tempor incididunt	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	2022-03-08T15:46:06.692Z	Dusseldorf	51.225402	6.776314	room-8.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	2.2	Apartment	7	2	69387	Breakfast;Air conditioning	Ray	Anderson	gremmagropegru-7388@mail.com	avatar-7.jpg	r8C3dFj:	Default	7	50.967415	8.906989
consectetur adipiscing elit	Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus. Feugiat vivamus at augue eget arcu dictum varius duis.	2021-11-07T15:46:06.692Z	Paris	48.85661	2.351499	room-7.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	2.2	Hotel	7	4	82299	Towels;Fridge	Ray	Anderson	gremmagropegru-7388@mail.com	avatar-4.jpg	r8C3dFj:	Default	6	48.666169	8.174057
duis aute irure dolor in reprehenderit	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	2021-11-11T15:46:06.692Z	Dusseldorf	51.225402	6.776314	room-5.jpg	room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	3.5	Room	2	2	58844	Towels;Fridge	Vanessa	Miller	zeuhummewoima-7270@mail.com	avatar-1.jpg	0:UBjqVw	Default	1	49.741638	7.868094
ut enim ad minim veniam	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	2021-12-08T15:46:06.692Z	Cologne	50.938361	6.959974	room-8.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	2.6	Room	4	8	20991	Washer;Towels;Fridge	Ray	Anderson	gremmagropegru-7388@mail.com	avatar-5.jpg	L}eeU5Ky	Pro	5	48.658086	9.615157
lorem ipsum dolor sit amet	Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus. Feugiat vivamus at augue eget arcu dictum varius duis.	2022-06-10T15:46:06.692Z	Amsterdam	52.370216	4.895168	room-7.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	1.6	Room	4	9	37370	Towels;Fridge	Mark	Davis	gremmagropegru-7388@mail.com	avatar-4.jpg	L}eeU5Ky	Pro	7	49.797797	2.949493
ut enim ad minim veniam	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	2022-03-08T15:46:06.692Z	Amsterdam	52.370216	4.895168	room-7.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	2.2	Hotel	6	8	8874	Baby seat;Washer;Towels;Fridge	Christopher	Torres	zeuhummewoima-7270@mail.com	avatar-6.jpg	AOy?Tb3>	Pro	6	50.431554	6.005113
ut enim ad minim veniam	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	2022-02-06T15:46:06.692Z	Brussels	50.846557	4.351697	room-3.jpg	room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg	false	false	2.6	Room	5	5	17549	Breakfast;Air conditioning;Laptop friendly workspace;Baby seat	Brandon	Freeman	sasoxefrauteu-3265@mail.com	avatar-7.jpg	Hjxl#W7H	Pro	4	49.298639	5.920886
