consectetur adipiscing elit	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	Hamburg	53.550341	10.000654	room-4.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg	false	false	1.5	Apartment	4	7	42503	Air conditioning;Laptop friendly workspace;Baby seat;Washer	Ray	Anderson	mehoilleutubrei-4332@mail.com	avatar-3.jpg	Pro	50.745496	4.576964
duis aute irure dolor in reprehenderit	Neque viverra justo nec ultrices dui sapien eget. Sit amet risus nullam eget felis eget nunc lobortis.	Dusseldorf	51.225402	6.776314	room-5.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	2.1	Room	1	5	37048	Towels;Fridge	Judy	Chavez	mijippoddekoi-8627@mail.com	avatar-3.jpg	Pro	49.203602	2.052199
sed do eiusmod tempor incididunt	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Hamburg	53.550341	10.000654	room-6.jpg	room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg	true	false	2.2	Hotel	6	3	18492	Fridge	Judy	Chavez	mijippoddekoi-8627@mail.com	avatar-4.jpg	Pro	48.72657	5.598888
sed do eiusmod tempor incididunt	Egestas maecenas pharetra convallis posuere morbi. Aliquet bibendum enim facilisis gravida neque convallis a.	Dusseldorf	51.225402	6.776314	room-3.jpg	room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	true	3.2	Hotel	5	6	29793	Baby seat;Washer;Towels;Fridge	Christopher	Torres	gremmagropegru-7388@mail.com	avatar-6.jpg	Pro	48.697478	5.637338
duis aute irure dolor in reprehenderit	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	Brussels	50.846557	4.351697	room-7.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg	true	false	3	Apartment	4	8	6684	Towels;Fridge	Judy	Chavez	quaucroibreweibroi-2398@mail.com	avatar-7.jpg	Default	50.947734	7.027592
quis nostrud exercitation ullamco laboris nisi 	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Cologne	50.938361	6.959974	room-4.jpg	room-1-photo1.jpg;room-1-photo2.jpg;room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg	true	false	2.8	House	7	9	80940	Washer;Towels;Fridge	Daniel	Kelly	gremmagropegru-7388@mail.com	avatar-3.jpg	Pro	48.445068	2.761086
quis nostrud exercitation ullamco laboris nisi 	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Hamburg	53.550341	10.000654	room-2.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg	false	true	1.4	Room	4	2	95445	Towels;Fridge	Vanessa	Miller	zeuhummewoima-7270@mail.com	avatar-6.jpg	Pro	49.221418	8.08795
quis nostrud exercitation ullamco laboris nisi 	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	Cologne	50.938361	6.959974	room-6.jpg	room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg	true	true	3.5	House	7	5	70873	Baby seat;Washer;Towels;Fridge	Thomas	Dawson	mijippoddekoi-8627@mail.com	avatar-1.jpg	Pro	50.705701	7.048116
ut labore et dolore magna aliqua	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Cologne	50.938361	6.959974	room-3.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	3.9	Apartment	5	3	50654	Fridge	Christopher	Torres	zeuhummewoima-7270@mail.com	avatar-2.jpg	Default	49.190994	9.115827
consectetur adipiscing elit	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Hamburg	53.550341	10.000654	room-4.jpg	room-8-photo1.jpg;room-8-photo2.jpg	true	false	1.4	House	3	3	67088	Fridge	Vanessa	Miller	mehoilleutubrei-4332@mail.com	avatar-1.jpg	Default	48.925715	3.441592
consectetur adipiscing elit	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Paris	48.85661	2.351499	room-7.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	1.6	Room	8	6	17486	Laptop friendly workspace;Baby seat;Washer;Towels	Vanessa	Miller	mehoilleutubrei-4332@mail.com	avatar-5.jpg	Pro	49.469924	2.2292
ut labore et dolore magna aliqua	Egestas maecenas pharetra convallis posuere morbi. Aliquet bibendum enim facilisis gravida neque convallis a.	Hamburg	53.550341	10.000654	room-6.jpg	room-8-photo2.jpg	false	true	2.7	Hotel	3	3	65184	Laptop friendly workspace;Baby seat;Washer;Towels	Vanessa	Miller	quaucroibreweibroi-2398@mail.com	avatar-3.jpg	Pro	50.282941	6.910952
ut enim ad minim veniam	Neque viverra justo nec ultrices dui sapien eget. Sit amet risus nullam eget felis eget nunc lobortis.	Amsterdam	52.370216	4.895168	room-2.jpg	room-8-photo2.jpg	true	true	1.8	Apartment	3	5	62397	Breakfast	Daniel	Kelly	mehoilleutubrei-4332@mail.com	avatar-3.jpg	Pro	50.583777	8.665432
quis nostrud exercitation ullamco laboris nisi 	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Amsterdam	52.370216	4.895168	room-5.jpg	room-1-photo2.jpg;room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg	true	true	2.9	House	3	6	88109	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Thomas	Dawson	craddagrizouxu-6960@mail.com	avatar-2.jpg	Default	49.594627	9.479317
sed do eiusmod tempor incididunt	Quisque non tellus orci ac. Euismod in pellentesque massa placerat. In massa tempor nec feugiat nisl.	Brussels	50.846557	4.351697	room-3.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	2.4	Hotel	6	3	83535	Breakfast;Air conditioning;Laptop friendly workspace	Ray	Anderson	zeuhummewoima-7270@mail.com	avatar-6.jpg	Default	49.205765	6.040527
consectetur adipiscing elit	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Paris	48.85661	2.351499	room-2.jpg	room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg	false	false	3.4	House	6	10	97269	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Christopher	Torres	zeuhummewoima-7270@mail.com	avatar-7.jpg	Pro	50.402708	7.757266
ut labore et dolore magna aliqua	Neque viverra justo nec ultrices dui sapien eget. Sit amet risus nullam eget felis eget nunc lobortis.	Cologne	50.938361	6.959974	room-7.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	1.1	Room	7	6	93268	Towels;Fridge	Daniel	Kelly	gremmagropegru-7388@mail.com	avatar-2.jpg	Default	49.506035	4.860708
sed do eiusmod tempor incididunt	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Brussels	50.846557	4.351697	room-1.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	1.2	House	6	3	39814	Air conditioning;Laptop friendly workspace;Baby seat;Washer	Brandon	Freeman	quaucroibreweibroi-2398@mail.com	avatar-3.jpg	Pro	48.547379	4.556414
lorem ipsum dolor sit amet	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Dusseldorf	51.225402	6.776314	room-3.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg	true	false	3.5	Hotel	5	10	33875	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Vanessa	Miller	zeuhummewoima-7270@mail.com	avatar-5.jpg	Default	49.338948	4.090805
duis aute irure dolor in reprehenderit	Quisque non tellus orci ac. Euismod in pellentesque massa placerat. In massa tempor nec feugiat nisl.	Dusseldorf	51.225402	6.776314	room-4.jpg	room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	1	Room	7	2	75690	Baby seat;Washer;Towels;Fridge	Vanessa	Miller	sasoxefrauteu-3265@mail.com	avatar-4.jpg	Default	50.694196	3.910783
quis nostrud exercitation ullamco laboris nisi 	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	Cologne	50.938361	6.959974	room-4.jpg	room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	true	1.1	House	4	6	1155	Towels;Fridge	Vanessa	Miller	sasoxefrauteu-3265@mail.com	avatar-3.jpg	Default	49.767127	8.163003
consectetur adipiscing elit	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Brussels	50.846557	4.351697	room-2.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	3.5	Hotel	1	1	54294	Washer;Towels;Fridge	Vanessa	Miller	mijippoddekoi-8627@mail.com	avatar-4.jpg	Default	50.636916	4.949821
sed do eiusmod tempor incididunt	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Dusseldorf	51.225402	6.776314	room-7.jpg	room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg	true	false	3.9	Hotel	8	5	70528	Fridge	Ray	Anderson	quaucroibreweibroi-2398@mail.com	avatar-4.jpg	Pro	48.733618	3.476963
duis aute irure dolor in reprehenderit	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	Amsterdam	52.370216	4.895168	room-4.jpg	room-8-photo2.jpg	true	true	2.8	Room	3	4	35649	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Mark	Davis	mehoilleutubrei-4332@mail.com	avatar-1.jpg	Default	49.646752	2.111053
sed do eiusmod tempor incididunt	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Hamburg	53.550341	10.000654	room-6.jpg	room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	3.7	House	4	3	58377	Towels;Fridge	Christopher	Torres	sasoxefrauteu-3265@mail.com	avatar-7.jpg	Pro	48.568066	3.427036
sed do eiusmod tempor incididunt	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	Cologne	50.938361	6.959974	room-5.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg	false	true	3.6	House	6	9	48766	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels	Ray	Anderson	quaucroibreweibroi-2398@mail.com	avatar-5.jpg	Default	48.99768	6.937928
quis nostrud exercitation ullamco laboris nisi 	Ut consequat semper viverra nam libero justo. Ac tincidunt vitae semper quis lectus nulla at.	Dusseldorf	51.225402	6.776314	room-7.jpg	room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	1.3	Hotel	8	3	7555	Breakfast;Air conditioning;Laptop friendly workspace;Baby seat;Washer	Christopher	Torres	sasoxefrauteu-3265@mail.com	avatar-4.jpg	Pro	48.769995	5.493762
duis aute irure dolor in reprehenderit	Neque viverra justo nec ultrices dui sapien eget. Sit amet risus nullam eget felis eget nunc lobortis.	Amsterdam	52.370216	4.895168	room-1.jpg	room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	true	2.9	House	6	5	61324	Washer;Towels;Fridge	Christopher	Torres	mijippoddekoi-8627@mail.com	avatar-6.jpg	Default	50.852167	2.898601
consectetur adipiscing elit	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	Amsterdam	52.370216	4.895168	room-7.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg	false	false	2.7	House	4	2	22742	Laptop friendly workspace;Baby seat	Vanessa	Miller	mijippoddekoi-8627@mail.com	avatar-2.jpg	Default	50.752208	2.742267
consectetur adipiscing elit	Neque viverra justo nec ultrices dui sapien eget. Sit amet risus nullam eget felis eget nunc lobortis.	Paris	48.85661	2.351499	room-2.jpg	room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg	false	false	1.4	Apartment	1	10	11951	Baby seat;Washer;Towels;Fridge	Judy	Chavez	mijippoddekoi-8627@mail.com	avatar-5.jpg	Pro	49.430911	2.953596
duis aute irure dolor in reprehenderit	Volutpat odio facilisis mauris sit amet massa. Purus faucibus ornare suspendisse sed nisi lacus sed viverra.	Dusseldorf	51.225402	6.776314	room-7.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	true	2.7	House	6	4	22681	Washer;Towels;Fridge	Ray	Anderson	mehoilleutubrei-4332@mail.com	avatar-2.jpg	Default	49.910639	7.536247
ut labore et dolore magna aliqua	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Paris	48.85661	2.351499	room-7.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	3.9	House	1	1	46522	Towels;Fridge	Ray	Anderson	sasoxefrauteu-3265@mail.com	avatar-4.jpg	Pro	48.690486	5.591482
ut enim ad minim veniam	Neque viverra justo nec ultrices dui sapien eget. Sit amet risus nullam eget felis eget nunc lobortis.	Brussels	50.846557	4.351697	room-4.jpg	room-2-photo1.jpg;room-2-photo2.jpg;room-3-photo1.jpg;room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg	true	false	3.9	House	6	6	35928	Fridge	Christopher	Torres	quaucroibreweibroi-2398@mail.com	avatar-3.jpg	Pro	49.7826	5.483599
quis nostrud exercitation ullamco laboris nisi 	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	Brussels	50.846557	4.351697	room-2.jpg	room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	2.9	House	5	9	45492	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Mark	Davis	zeuhummewoima-7270@mail.com	avatar-3.jpg	Pro	49.035553	4.874579
quis nostrud exercitation ullamco laboris nisi 	 Lacus suspendisse faucibus interdum posuere. Ut morbi tincidunt augue interdum.	Brussels	50.846557	4.351697	room-6.jpg	room-1-photo1.jpg	false	false	1.3	House	2	9	47528	Washer;Towels;Fridge	Ray	Anderson	zeuhummewoima-7270@mail.com	avatar-2.jpg	Default	49.238822	3.893001
quis nostrud exercitation ullamco laboris nisi 	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	Cologne	50.938361	6.959974	room-4.jpg	room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	true	false	1.3	Apartment	6	4	48747	Air conditioning;Laptop friendly workspace	Christopher	Torres	mijippoddekoi-8627@mail.com	avatar-5.jpg	Pro	49.961836	5.25098
sed do eiusmod tempor incididunt	Odio pellentesque diam volutpat commodo sed egestas egestas fringilla phasellus. Feugiat vivamus at augue eget arcu dictum varius duis.	Brussels	50.846557	4.351697	room-6.jpg	room-3-photo2.jpg;room-4-photo1.jpg;room-4-photo2.jpg;room-5-photo1.jpg;room-5-photo2.jpg;room-6-photo1.jpg;room-6-photo2.jpg;room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	true	3.6	Room	5	5	9415	Baby seat;Washer;Towels;Fridge	Christopher	Torres	mehoilleutubrei-4332@mail.com	avatar-8.jpg	Pro	50.737054	9.323459
sed do eiusmod tempor incididunt	Ultricies integer quis auctor elit. In est ante in nibh mauris cursus mattis molestie.	Amsterdam	52.370216	4.895168	room-2.jpg	room-7-photo1.jpg;room-7-photo2.jpg;room-8-photo1.jpg;room-8-photo2.jpg	false	false	1.8	Room	6	2	30799	Washer;Towels;Fridge	Thomas	Dawson	mehoilleutubrei-4332@mail.com	avatar-2.jpg	Default	48.288783	5.312112
